Reservation ID,Guest ID,Booking Date,Check-In Date,Check-Out Date,Number of Nights,Check-In Month,Check-In Year,Season,Check-In Day,Adults,Children,Party Size,Room Type,Guest Type,Market Segment,Booking Channel,Guest State,Loyalty Member,Returning Guest,Booking Lead Time,Daily Rate,Room Revenue,Restaurant Spend,Spa Used,Spa Spend,Other Spend,Ancillary Revenue,Total Revenue,Reservation Status,Special Request,Complaint Filed,Satisfaction Rating,Review Score
R202400950,G101153,2025-09-20 00:00:00,2025-09-20 00:00:00,2025-09-25 00:00:00,5,September,2025,Fall,Saturday,2,0,2,Lake View King,Leisure,OTA,Expedia,Texas,No,Yes,0,292.36,1461.8,260.05,No,0,410.99,671.04,2132.84,Completed,No,No,4.3,8.8
R202400951,G101058,2025-06-26 00:00:00,2025-09-18 00:00:00,2025-09-21 00:00:00,3,September,2025,Fall,Thursday,3,2,5,Deluxe King,Leisure,OTA,Booking.com,New York,No,No,84,234.15,702.45,525.95,No,0,68.95,594.9,1297.35,Completed,No,No,4.1,8.1
R202400952,G102631,2024-11-11 00:00:00,2024-12-02 00:00:00,2024-12-05 00:00:00,3,December,2024,Winter,Monday,2,2,4,Deluxe King,Leisure,Direct,Hotel Website,New York,No,No,21,216.41,649.23,321.93,Yes,122.31,154.59,598.83,1248.06,Completed,No,No,5,10
R202400953,G102907,2025-04-30 00:00:00,2025-05-05 00:00:00,2025-05-08 00:00:00,3,May,2025,Spring,Monday,1,0,1,Standard King,Business,OTA,Expedia,Other,No,No,5,156.39,469.17,69.41,No,0,78.53,147.94,617.11,Completed,Yes,No,3.9,8.0
R202400954,G100436,2024-05-13 00:00:00,2024-05-31 00:00:00,2024-06-04 00:00:00,4,May,2024,Spring,Friday,2,0,2,Standard King,Business,Direct,Hotel Website,Ohio,Yes,No,18,159.4,637.6,21.95,No,0,181.72,203.67,841.27,Completed,No,No,4.8,10
R202400955,G102496,2025-04-26 00:00:00,2025-04-27 00:00:00,2025-04-30 00:00:00,3,April,2025,Spring,Sunday,2,0,2,Standard Double,Couple Getaway,OTA,Booking.com,New York,No,No,1,155.56,466.68,211.51,No,0,199.47,410.98,877.66,Completed,Yes,Yes,3.7,7.1
R202400956,G100798,2024-05-08 00:00:00,2024-07-28 00:00:00,2024-08-01 00:00:00,4,July,2024,Summer,Sunday,2,2,4,Lake View King,Leisure,Direct,Hotel Website,Ohio,No,No,81,370.57,1482.28,473.17,No,0,180.57,653.74,2136.02,Completed,No,No,3.6,7.7
R202400957,G102911,2025-09-12 00:00:00,2025-11-04 00:00:00,2025-11-10 00:00:00,6,November,2025,Fall,Tuesday,4,1,5,Lake View King,Leisure,Direct,Phone,New York,No,No,53,227.37,1364.22,472.71,Yes,753.95,328.29,1554.95,2919.17,Completed,No,No,5,9.9
R202400958,G103418,2025-03-19 00:00:00,2025-04-21 00:00:00,2025-04-24 00:00:00,3,April,2025,Spring,Monday,2,2,4,Standard King,Leisure,Direct,Travel Agent,New York,No,No,33,130.26,390.78,484.76,No,0,81.31,566.07,956.85,Completed,No,No,5,9.1
R202400959,G100441,2024-05-26 00:00:00,2024-07-24 00:00:00,2024-07-27 00:00:00,3,July,2024,Summer,Wednesday,2,0,2,Deluxe King,Leisure,Direct,Travel Agent,New York,Yes,Yes,59,271.83,815.49,166.06,Yes,320.75,179.18,665.99,1481.48,Completed,No,No,3.4,7.1
R202400960,G101138,2025-02-26 00:00:00,2025-03-13 00:00:00,2025-03-16 00:00:00,3,March,2025,Spring,Thursday,3,0,3,Deluxe King,Leisure,OTA,Expedia,Connecticut,No,Yes,15,173.43,520.29,408.13,No,0,47.52,455.65,975.94,Completed,No,No,4.4,9.2
R202400961,G103156,2024-04-20 00:00:00,2024-05-14 00:00:00,2024-05-20 00:00:00,6,May,2024,Spring,Tuesday,3,2,5,Standard Double,Leisure,OTA,Booking.com,New York,Yes,No,24,158.23,949.38,931.68,No,0,104.92,1036.6,1985.98,Completed,Yes,No,4.3,7.4
R202400962,G101066,2025-06-23 00:00:00,2025-07-13 00:00:00,2025-07-18 00:00:00,5,July,2025,Summer,Sunday,2,0,2,Standard King,Leisure,Direct,Phone,Pennsylvania,No,No,20,229.03,1145.15,353.64,No,0,147.52,501.16,1646.31,Completed,No,No,4.5,10
R202400963,G102395,2025-10-21 00:00:00,2025-11-24 00:00:00,2025-11-28 00:00:00,4,November,2025,Fall,Monday,2,0,2,Standard Double,Leisure,Direct,Hotel Website,New York,No,No,34,142.65,570.6,68.39,No,0,110.73,179.12,749.72,Completed,No,No,4.4,9.2
R202400964,G102174,2025-07-23 00:00:00,2025-08-10 00:00:00,2025-08-12 00:00:00,2,August,2025,Summer,Sunday,1,0,1,Standard King,Business,Direct,Hotel Website,Texas,No,No,18,225.29,450.58,24.51,No,0,125.18,149.69,600.27,Completed,No,No,3.8,6.6
R202400965,G100618,2025-03-21 00:00:00,2025-04-10 00:00:00,2025-04-12 00:00:00,2,April,2025,Spring,Thursday,2,2,4,Standard Double,Group,Corporate Negotiated,Corporate,New York,No,No,20,161.75,323.5,222.92,No,0,111.2,334.12,657.62,Completed,No,No,4.5,9.2
R202400966,G100087,2025-04-19 00:00:00,2025-05-19 00:00:00,2025-05-21 00:00:00,2,May,2025,Spring,Monday,2,0,2,Standard King,Couple Getaway,Direct,Phone,New York,No,No,30,162.51,325.02,77.19,Yes,355.16,100.13,532.48,857.5,Completed,No,No,4.7,9.1
R202400967,G103414,2023-12-09 00:00:00,2024-01-02 00:00:00,2024-01-04 00:00:00,2,January,2024,Winter,Tuesday,2,0,2,Standard King,Business,Direct,Phone,New Jersey,Yes,No,24,119.69,239.38,32.9,No,0,66.88,99.78,339.16,Completed,No,Yes,3.8,8.5
R202400968,G101835,2025-01-17 00:00:00,2025-01-21 00:00:00,2025-01-23 00:00:00,2,January,2025,Winter,Tuesday,1,0,1,Standard King,Business,OTA,Booking.com,Other,No,No,4,126.03,252.06,32.08,No,0,47.43,79.51,331.57,Completed,No,No,4.4,9.1
R202400969,G102223,2025-03-21 00:00:00,2025-04-30 00:00:00,2025-05-03 00:00:00,3,April,2025,Spring,Wednesday,1,0,1,Junior Suite,Leisure,Direct,Hotel Website,Other,Yes,No,40,312.16,936.48,56.07,No,0,34.08,90.15,1026.63,Completed,Yes,No,5,10
R202400970,G101897,2025-02-24 00:00:00,2025-02-24 00:00:00,2025-02-27 00:00:00,3,February,2025,Winter,Monday,2,0,2,Standard King,Leisure,Direct,Hotel Website,Ohio,No,Yes,0,137.14,411.42,217.46,No,0,186.37,403.83,815.25,Completed,No,No,4.2,8.5
R202400971,G103114,2025-08-07 00:00:00,2025-09-30 00:00:00,2025-10-04 00:00:00,4,September,2025,Fall,Tuesday,1,1,2,Deluxe King,Leisure,OTA,Booking.com,New York,No,No,54,231.62,926.48,255.7,Yes,306.29,310.88,872.87,1799.35,Completed,Yes,No,4.8,9.5
R202400972,G102045,2024-09-05 00:00:00,2024-10-30 00:00:00,2024-11-01 00:00:00,2,October,2024,Fall,Wednesday,2,0,2,Standard King,Leisure,Corporate Negotiated,Corporate,New York,No,No,55,170.47,0.0,0,No,0,0,0,0.0,No-show,No,No,,
R202400973,G100174,2024-10-23 00:00:00,2024-11-30 00:00:00,2024-12-06 00:00:00,6,November,2024,Fall,Saturday,3,1,4,Standard Double,Leisure,OTA,Booking.com,Ohio,No,No,38,148.12,888.72,240.79,No,0,212.57,453.36,1342.08,Completed,No,No,4.6,7.8
R202400974,G102966,2024-10-10 00:00:00,2024-10-15 00:00:00,2024-10-17 00:00:00,2,October,2024,Fall,Tuesday,2,0,2,Standard King,Couple Getaway,OTA,Expedia,New Jersey,Yes,No,5,149.56,299.12,100.18,Yes,141.78,24.04,266.0,565.12,Completed,Yes,No,5,10
R202400975,G102867,2025-05-14 00:00:00,2025-06-28 00:00:00,2025-06-29 00:00:00,1,June,2025,Summer,Saturday,3,2,5,Standard King,Leisure,Direct,Travel Agent,New York,No,No,45,212.23,212.23,169.34,No,0,15.01,184.35,396.58,Completed,No,No,4.3,8.4
R202400976,G103052,2025-10-03 00:00:00,2025-12-16 00:00:00,2025-12-19 00:00:00,3,December,2025,Winter,Tuesday,2,1,3,Standard King,Leisure,Direct,Phone,Florida,No,No,74,144.96,0.0,0,No,0,0,0,0.0,No-show,No,No,,
R202400977,G101106,2025-05-09 00:00:00,2025-07-06 00:00:00,2025-07-10 00:00:00,4,July,2025,Summer,Sunday,1,2,3,Standard King,Leisure,OTA,Booking.com,Florida,No,No,58,205.6,822.4,512.28,No,0,95.84,608.12,1430.52,Completed,No,No,4.8,10
R202400978,G100930,2023-12-24 00:00:00,2024-03-04 00:00:00,2024-03-08 00:00:00,4,March,2024,Spring,Monday,2,0,2,Deluxe King,Leisure,OTA,Expedia,Florida,No,No,71,194.47,777.88,10.92,No,0,138.13,149.05,926.93,Completed,No,No,4.6,8.7
R202400979,G101628,2025-05-05 00:00:00,2025-06-01 00:00:00,2025-06-02 00:00:00,1,June,2025,Summer,Sunday,3,0,3,Deluxe King,Leisure,Direct,Hotel Website,New York,No,No,27,291.24,291.24,101.7,No,0,32.71,134.41,425.65,Completed,Yes,No,4.4,8.4
R202400980,G102457,2025-08-26 00:00:00,2025-09-15 00:00:00,2025-09-18 00:00:00,3,September,2025,Fall,Monday,3,0,3,Lake View King,Leisure,OTA,Booking.com,Ohio,No,No,20,280.85,842.55,276.13,Yes,594.41,0,870.54,1713.09,Completed,No,No,4.1,7.7
R202400981,G103330,2025-01-06 00:00:00,2025-01-14 00:00:00,2025-01-17 00:00:00,3,January,2025,Winter,Tuesday,2,0,2,Deluxe King,Business,Direct,Hotel Website,Pennsylvania,No,No,8,178.6,535.8,63.19,No,0,119.7,182.89,718.69,Completed,No,No,5,10
R202400982,G102933,2025-06-22 00:00:00,2025-06-30 00:00:00,2025-07-02 00:00:00,2,June,2025,Summer,Monday,1,0,1,Standard King,Business,OTA,Booking.com,New York,No,No,8,180.88,361.76,57.86,No,0,57.16,115.02,476.78,Completed,Yes,No,4.1,8.1
R202400983,G101782,2024-06-24 00:00:00,2024-07-28 00:00:00,2024-08-02 00:00:00,5,July,2024,Summer,Sunday,2,0,2,Deluxe King,Leisure,OTA,Expedia,Other,No,No,34,279.78,1398.9,443.95,Yes,197.75,340.47,982.17,2381.07,Completed,No,No,3.8,8.0
R202400984,G101873,2024-02-20 00:00:00,2024-03-05 00:00:00,2024-03-07 00:00:00,2,March,2024,Spring,Tuesday,1,0,1,Standard Double,Business,OTA,Booking.com,Virginia,No,No,14,137.89,275.78,22.89,No,0,31.39,54.28,330.06,Completed,Yes,No,4.7,8.5
R202400985,G102197,2024-03-19 00:00:00,2024-04-25 00:00:00,2024-04-26 00:00:00,1,April,2024,Spring,Thursday,2,1,3,Lake View King,Leisure,Direct,Hotel Website,California,No,No,37,239.21,239.21,91.71,No,0,8.2,99.91,339.12,Completed,No,No,4.7,10
R202400986,G101624,2023-12-02 00:00:00,2024-01-11 00:00:00,2024-01-15 00:00:00,4,January,2024,Winter,Thursday,2,0,2,Lake View King,Leisure,Direct,Hotel Website,New Jersey,No,No,40,223.16,892.64,349.57,No,0,152.51,502.08,1394.72,Completed,No,No,4.7,9.6
R202400987,G100970,2025-05-16 00:00:00,2025-07-06 00:00:00,2025-07-11 00:00:00,5,July,2025,Summer,Sunday,2,0,2,Deluxe King,Leisure,Direct,Hotel Website,Pennsylvania,No,No,51,320.76,1603.8,529.87,No,0,0,529.87,2133.67,Completed,No,No,5,10
R202400988,G100417,2024-12-18 00:00:00,2025-01-14 00:00:00,2025-01-16 00:00:00,2,January,2025,Winter,Tuesday,4,1,5,Standard King,Group,Group,Hotel Website,New York,No,No,27,131.51,263.02,265.58,No,0,63.51,329.09,592.11,Completed,No,No,3.5,6.7
R202400989,G100212,2025-01-25 00:00:00,2025-03-24 00:00:00,2025-03-26 00:00:00,2,March,2025,Spring,Monday,2,0,2,Junior Suite,Couple Getaway,OTA,Booking.com,Massachusetts,No,No,58,283.61,0.0,0,No,0,0,0,0.0,Cancelled,Yes,No,,
R202400990,G100503,2025-01-04 00:00:00,2025-02-28 00:00:00,2025-03-02 00:00:00,2,February,2025,Winter,Friday,3,2,5,Standard King,Group,Group,Phone,Pennsylvania,Yes,No,55,127.57,255.14,371.27,No,0,59.58,430.85,685.99,Completed,No,No,4.5,9.5
R202400991,G100478,2025-01-29 00:00:00,2025-02-14 00:00:00,2025-02-17 00:00:00,3,February,2025,Winter,Friday,1,0,1,Standard King,Business,OTA,Expedia,New York,Yes,Yes,16,127.15,381.45,101.69,No,0,221.15,322.84,704.29,Completed,Yes,No,4.6,9.2
R202400992,G101243,2025-09-18 00:00:00,2025-10-12 00:00:00,2025-10-14 00:00:00,2,October,2025,Fall,Sunday,2,0,2,Lake View King,Business,Direct,Hotel Website,New York,No,No,24,320.86,641.72,40.37,No,0,35.78,76.15,717.87,Completed,Yes,No,4.4,9.2
R202400993,G103395,2024-02-05 00:00:00,2024-03-24 00:00:00,2024-03-27 00:00:00,3,March,2024,Spring,Sunday,2,0,2,Deluxe King,Couple Getaway,Direct,Hotel Website,New York,No,Yes,48,203.01,0.0,0,No,0,0,0,0.0,No-show,No,No,,
R202400994,G103189,2024-06-27 00:00:00,2024-07-08 00:00:00,2024-07-10 00:00:00,2,July,2024,Summer,Monday,2,0,2,Standard King,Couple Getaway,Direct,Travel Agent,New Jersey,No,No,11,209.29,418.58,120.76,No,0,16.01,136.77,555.35,Completed,No,No,4.0,8.7
R202400995,G100473,2024-05-27 00:00:00,2024-06-24 00:00:00,2024-06-28 00:00:00,4,June,2024,Summer,Monday,3,0,3,Standard King,Leisure,OTA,Booking.com,New York,No,No,28,182.68,0.0,0,No,0,0,0,0.0,Cancelled,Yes,No,,
R202400996,G100943,2024-01-26 00:00:00,2024-02-23 00:00:00,2024-02-25 00:00:00,2,February,2024,Winter,Friday,2,0,2,Standard Double,Leisure,OTA,Booking.com,Massachusetts,No,No,28,136.62,0.0,0,No,0,0,0,0.0,Cancelled,No,No,,
R202400997,G100816,2024-08-27 00:00:00,2024-10-29 00:00:00,2024-10-31 00:00:00,2,October,2024,Fall,Tuesday,3,1,4,Standard Double,Leisure,Direct,Phone,Maryland,Yes,Yes,63,188.66,377.32,295.2,No,0,77.29,372.49,749.81,Completed,Yes,No,4.0,7.9
R202400998,G100153,2024-03-11 00:00:00,2024-03-11 00:00:00,2024-03-16 00:00:00,5,March,2024,Spring,Monday,1,0,1,Deluxe King,Business,Direct,Hotel Website,New Jersey,No,No,0,193.86,969.3,122.81,No,0,45.21,168.02,1137.32,Completed,Yes,No,4.5,9.4
R202400999,G101341,2024-05-17 00:00:00,2024-07-07 00:00:00,2024-07-09 00:00:00,2,July,2024,Summer,Sunday,2,1,3,Standard King,Leisure,Direct,Hotel Website,Maryland,No,No,51,230.94,461.88,133.11,No,0,68.48,201.59,663.47,Completed,Yes,No,3.9,7.9
R202401000,G101271,2025-04-28 00:00:00,2025-05-23 00:00:00,2025-05-28 00:00:00,5,May,2025,Spring,Friday,2,2,4,Deluxe King,Leisure,OTA,Expedia,New Jersey,No,No,25,219.79,1098.95,549.31,No,0,281.74,831.05,1930.0,Completed,No,No,5,10
R202401001,G102176,2024-01-21 00:00:00,2024-01-30 00:00:00,2024-01-31 00:00:00,1,January,2024,Winter,Tuesday,1,0,1,Standard Double,Business,Direct,Hotel Website,Pennsylvania,No,No,9,139.06,139.06,17.98,Yes,292.39,43.3,353.67,492.73,Completed,No,No,4.3,9.4
R202401002,G102387,2025-06-06 00:00:00,2025-06-10 00:00:00,2025-06-13 00:00:00,3,June,2025,Summer,Tuesday,1,0,1,Lake View King,Business,Direct,Hotel Website,Massachusetts,No,No,4,321.32,963.96,28.09,No,0,187.66,215.75,1179.71,Completed,No,No,4.4,8.5
R202401003,G102495,2024-04-03 00:00:00,2024-04-23 00:00:00,2024-04-24 00:00:00,1,April,2024,Spring,Tuesday,1,0,1,Standard King,Business,Direct,Hotel Website,Massachusetts,No,No,20,153.85,153.85,24.57,No,0,40.37,64.94,218.79,Completed,Yes,No,5,9.1
R202401004,G101089,2024-11-07 00:00:00,2024-12-02 00:00:00,2024-12-04 00:00:00,2,December,2024,Winter,Monday,1,0,1,Junior Suite,Business,OTA,Expedia,Massachusetts,No,No,25,299.38,598.76,22.43,No,0,63.67,86.1,684.86,Completed,Yes,No,4.1,7.9
R202401005,G102206,2025-01-30 00:00:00,2025-03-20 00:00:00,2025-03-22 00:00:00,2,March,2025,Spring,Thursday,1,0,1,Standard King,Business,Direct,Hotel Website,Ohio,Yes,No,49,143.97,287.94,73.89,No,0,75.82,149.71,437.65,Completed,No,No,5,9.8
R202401006,G101732,2024-05-31 00:00:00,2024-06-19 00:00:00,2024-06-21 00:00:00,2,June,2024,Summer,Wednesday,2,0,2,Deluxe King,Business,OTA,Expedia,New York,No,No,19,265.61,0.0,0,No,0,0,0,0.0,Cancelled,No,No,,
R202401007,G100518,2025-04-20 00:00:00,2025-05-31 00:00:00,2025-06-03 00:00:00,3,May,2025,Spring,Saturday,3,0,3,Deluxe King,Leisure,Direct,Hotel Website,Other,No,No,41,228.85,686.55,312.73,No,0,138.98,451.71,1138.26,Completed,Yes,No,3.3,6.4
R202401008,G101343,2024-08-27 00:00:00,2024-11-10 00:00:00,2024-11-13 00:00:00,3,November,2024,Fall,Sunday,2,1,3,Standard Double,Leisure,Corporate Negotiated,Corporate,New York,No,No,75,157.64,472.92,245.14,No,0,85.91,331.05,803.97,Completed,No,No,4.3,8.2
R202401009,G100323,2024-08-20 00:00:00,2024-12-17 00:00:00,2024-12-21 00:00:00,4,December,2024,Winter,Tuesday,2,1,3,Standard Double,Group,Group,Phone,New York,Yes,Yes,119,156.18,624.72,243.82,No,0,178.49,422.31,1047.03,Completed,No,Yes,3.8,7.6
R202401010,G101538,2025-02-13 00:00:00,2025-03-16 00:00:00,2025-03-19 00:00:00,3,March,2025,Spring,Sunday,2,0,2,Standard King,Leisure,OTA,Booking.com,Massachusetts,No,No,31,130.76,392.28,193.04,No,0,83.74,276.78,669.06,Completed,No,No,4.6,9.3
R202401011,G101678,2024-06-17 00:00:00,2024-09-02 00:00:00,2024-09-06 00:00:00,4,September,2024,Fall,Monday,4,1,5,Standard King,Leisure,Direct,Hotel Website,New York,Yes,No,77,185.69,742.76,316.73,No,0,128.6,445.33,1188.09,Completed,Yes,No,4.4,8.9
R202401012,G101677,2025-09-26 00:00:00,2025-12-14 00:00:00,2025-12-18 00:00:00,4,December,2025,Winter,Sunday,3,2,5,Deluxe King,Leisure,Direct,Travel Agent,New York,No,Yes,79,198.03,792.12,680.96,Yes,393.33,244.59,1318.88,2111.0,Completed,Yes,No,4.1,8.2
R202401013,G102424,2025-03-12 00:00:00,2025-06-05 00:00:00,2025-06-08 00:00:00,3,June,2025,Summer,Thursday,4,0,4,Standard King,Group,Group,Hotel Website,California,No,No,85,197.51,0.0,0,No,0,0,0,0.0,Cancelled,No,No,,
R202401014,G100014,2025-02-20 00:00:00,2025-03-04 00:00:00,2025-03-10 00:00:00,6,March,2025,Spring,Tuesday,2,1,3,Lake View King,Leisure,Direct,Hotel Website,Virginia,No,No,12,233.84,1403.04,840.71,No,0,0,840.71,2243.75,Completed,No,No,4.4,8.3
R202401015,G101857,2024-08-20 00:00:00,2024-08-30 00:00:00,2024-09-02 00:00:00,3,August,2024,Summer,Friday,1,0,1,Standard Double,Business,Direct,Phone,New York,No,No,10,231.77,695.31,29.73,No,0,143.1,172.83,868.14,Completed,Yes,No,3.6,7.9
R202401016,G101924,2024-02-05 00:00:00,2024-02-05 00:00:00,2024-02-08 00:00:00,3,February,2024,Winter,Monday,2,0,2,Deluxe King,Leisure,Direct,Travel Agent,New Jersey,No,Yes,0,185.65,556.95,175.71,No,0,171.88,347.59,904.54,Completed,No,No,5,10
R202401017,G100763,2025-07-24 00:00:00,2025-09-29 00:00:00,2025-09-30 00:00:00,1,September,2025,Fall,Monday,3,0,3,Standard Double,Group,Group,Travel Agent,Ohio,No,No,67,177.46,177.46,168.25,Yes,548.61,25.61,742.47,919.93,Completed,No,No,4.6,9.3
R202401018,G103435,2025-02-19 00:00:00,2025-04-06 00:00:00,2025-04-10 00:00:00,4,April,2025,Spring,Sunday,2,1,3,Lake View King,Leisure,Direct,Hotel Website,New York,No,No,46,244.92,979.68,267.24,No,0,445.6,712.84,1692.52,Completed,No,No,3.7,6.8
R202401019,G102285,2025-08-04 00:00:00,2025-10-11 00:00:00,2025-10-14 00:00:00,3,October,2025,Fall,Saturday,4,2,6,Standard King,Group,Group,Hotel Website,New York,No,Yes,68,194.33,582.99,700.8,No,0,40.49,741.29,1324.28,Completed,Yes,No,3.9,7.8
R202401020,G102547,2024-09-28 00:00:00,2024-10-23 00:00:00,2024-10-26 00:00:00,3,October,2024,Fall,Wednesday,1,0,1,Deluxe King,Leisure,Corporate Negotiated,Corporate,New York,Yes,Yes,25,221.75,665.25,31.58,No,0,146.93,178.51,843.76,Completed,No,No,3.8,8.1
R202401021,G102955,2024-06-02 00:00:00,2024-06-04 00:00:00,2024-06-06 00:00:00,2,June,2024,Summer,Tuesday,1,0,1,Standard Double,Business,Direct,Hotel Website,New York,Yes,Yes,2,205.98,411.96,63.52,Yes,254.81,54.97,373.3,785.26,Completed,No,Yes,3.7,7.6
R202401022,G103082,2025-07-01 00:00:00,2025-07-30 00:00:00,2025-08-01 00:00:00,2,July,2025,Summer,Wednesday,2,0,2,Standard Double,Couple Getaway,Direct,Hotel Website,Pennsylvania,No,No,29,239.79,479.58,140.35,No,0,86.49,226.84,706.42,Completed,No,No,4.1,8.2
R202401023,G103245,2024-02-09 00:00:00,2024-05-25 00:00:00,2024-05-27 00:00:00,2,May,2024,Spring,Saturday,3,1,4,Lake View King,Leisure,Direct,Hotel Website,New York,Yes,No,106,299.58,599.16,0,Yes,542.89,29.64,572.53,1171.69,Completed,No,No,3.3,7.5
R202401024,G102653,2024-08-08 00:00:00,2024-08-18 00:00:00,2024-08-21 00:00:00,3,August,2024,Summer,Sunday,1,0,1,Lake View King,Business,Direct,Hotel Website,Florida,No,No,10,354.45,1063.35,78.8,Yes,396.76,77.33,552.89,1616.24,Completed,No,No,4.9,9.8
R202401025,G102627,2025-03-24 00:00:00,2025-04-01 00:00:00,2025-04-03 00:00:00,2,April,2025,Spring,Tuesday,1,0,1,Standard King,Business,OTA,Expedia,Ohio,No,No,8,134.26,0.0,0,No,0,0,0,0.0,Cancelled,No,No,,
R202401026,G103388,2025-08-27 00:00:00,2025-09-09 00:00:00,2025-09-12 00:00:00,3,September,2025,Fall,Tuesday,2,0,2,Standard King,Business,Direct,Phone,New York,No,No,13,184.46,553.38,99.62,Yes,313.55,128.62,541.79,1095.17,Completed,No,No,3.5,6.5
R202401027,G101961,2024-12-23 00:00:00,2025-03-16 00:00:00,2025-03-19 00:00:00,3,March,2025,Spring,Sunday,2,0,2,Lake View King,Leisure,OTA,Expedia,New York,No,Yes,83,251.79,755.37,121.83,No,0,126.73,248.56,1003.93,Completed,Yes,Yes,2.6,5.1
R202401028,G100133,2025-05-29 00:00:00,2025-06-07 00:00:00,2025-06-12 00:00:00,5,June,2025,Summer,Saturday,1,0,1,Deluxe King,Business,OTA,Expedia,New York,No,No,9,275.52,0.0,0,No,0,0,0,0.0,Cancelled,No,No,,
R202401029,G102490,2025-08-07 00:00:00,2025-08-07 00:00:00,2025-08-09 00:00:00,2,August,2025,Summer,Thursday,1,0,1,Junior Suite,Business,Direct,Phone,Massachusetts,No,No,0,451.35,902.7,51.5,No,0,0,51.5,954.2,Completed,Yes,No,3.1,6.6
R202401030,G100270,2024-02-28 00:00:00,2024-04-30 00:00:00,2024-05-03 00:00:00,3,April,2024,Spring,Tuesday,2,0,2,Standard Double,Leisure,Direct,Travel Agent,New York,No,No,62,152.51,457.53,160.9,No,0,0,160.9,618.43,Completed,No,No,4.4,8.8
R202401031,G100019,2025-07-04 00:00:00,2025-07-15 00:00:00,2025-07-18 00:00:00,3,July,2025,Summer,Tuesday,2,0,2,Standard King,Leisure,Direct,Hotel Website,New York,Yes,No,11,212.36,637.08,138.13,No,0,93.1,231.23,868.31,Completed,No,Yes,2.3,4.1
R202401032,G103039,2025-07-10 00:00:00,2025-08-04 00:00:00,2025-08-07 00:00:00,3,August,2025,Summer,Monday,2,0,2,Lake View King,Business,OTA,Booking.com,New York,No,No,25,369.76,1109.28,37.29,Yes,122.58,131.16,291.03,1400.31,Completed,No,No,3.5,6.7
R202401033,G102414,2025-05-31 00:00:00,2025-07-14 00:00:00,2025-07-17 00:00:00,3,July,2025,Summer,Monday,2,2,4,Standard Double,Leisure,Direct,Travel Agent,Ohio,No,Yes,44,216.11,648.33,571.59,No,0,176.58,748.17,1396.5,Completed,Yes,No,4.7,9.1
R202401034,G100614,2025-06-26 00:00:00,2025-07-22 00:00:00,2025-07-25 00:00:00,3,July,2025,Summer,Tuesday,1,0,1,Standard King,Business,OTA,Booking.com,Other,No,Yes,26,196.29,588.87,86.25,No,0,109.74,195.99,784.86,Completed,Yes,No,4.8,9.7
R202401035,G100391,2025-07-02 00:00:00,2025-09-13 00:00:00,2025-09-16 00:00:00,3,September,2025,Fall,Saturday,2,1,3,Junior Suite,Leisure,Direct,Hotel Website,Ohio,Yes,No,73,365.12,1095.36,214.57,No,0,0,214.57,1309.93,Completed,No,No,3.3,6.5
R202401036,G101419,2025-04-27 00:00:00,2025-06-09 00:00:00,2025-06-16 00:00:00,7,June,2025,Summer,Monday,2,0,2,Standard King,Leisure,Corporate Negotiated,Corporate,Other,No,No,43,192.27,1345.89,348.84,No,0,319.23,668.07,2013.96,Completed,No,No,4.5,9.4
R202401037,G100571,2024-06-12 00:00:00,2024-08-15 00:00:00,2024-08-20 00:00:00,5,August,2024,Summer,Thursday,4,0,4,Standard King,Leisure,OTA,Expedia,Texas,No,No,64,209.34,1046.7,888.22,No,0,116.46,1004.68,2051.38,Completed,No,No,5,10
R202401038,G100220,2024-01-25 00:00:00,2024-04-27 00:00:00,2024-04-30 00:00:00,3,April,2024,Spring,Saturday,3,0,3,Deluxe King,Group,Group,Hotel Website,Florida,Yes,No,93,213.8,641.4,225.14,No,0,109.19,334.33,975.73,Completed,No,No,4.8,9.6
R202401039,G102038,2025-09-12 00:00:00,2025-10-04 00:00:00,2025-10-06 00:00:00,2,October,2025,Fall,Saturday,2,0,2,Standard King,Leisure,OTA,Expedia,Ohio,No,No,22,177.09,354.18,123.2,No,0,0,123.2,477.38,Completed,No,No,5,10
R202401040,G100103,2024-05-08 00:00:00,2024-05-27 00:00:00,2024-05-29 00:00:00,2,May,2024,Spring,Monday,2,0,2,Standard King,Couple Getaway,OTA,Expedia,New York,Yes,Yes,19,141.77,283.54,94.64,No,0,0,94.64,378.18,Completed,No,No,4.8,9.2
R202401041,G103383,2025-01-01 00:00:00,2025-03-07 00:00:00,2025-03-11 00:00:00,4,March,2025,Spring,Friday,1,1,2,Standard Double,Leisure,Direct,Travel Agent,New York,No,No,65,150.86,603.44,28.92,No,0,129.94,158.86,762.3,Completed,No,No,4.2,7.9
R202401042,G102091,2024-05-13 00:00:00,2024-05-13 00:00:00,2024-05-19 00:00:00,6,May,2024,Spring,Monday,2,0,2,Junior Suite,Leisure,Direct,Hotel Website,Other,No,No,0,340.82,2044.92,55.42,No,0,251.48,306.9,2351.82,Completed,No,No,4.3,8.7
R202401043,G101282,2024-04-08 00:00:00,2024-04-21 00:00:00,2024-04-26 00:00:00,5,April,2024,Spring,Sunday,1,0,1,Deluxe King,Business,Direct,Hotel Website,California,No,Yes,13,220.84,1104.2,84.16,No,0,282.35,366.51,1470.71,Completed,No,No,4.5,9.1
